Date,Monitoring_Year,Names,Bay,Quadrat,Habitat,quadrat_code,Point_intercept,Benthic_Substrate,First_Hit,Last_Hit,Hit_1,Hit_1adj,Hit_2,Hit_3,Hit_4,Hit_5,Hit_6,Hit_7,Hit_8,Hit_9,Hit_10,Water_Depth_cm
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,3,"TURF, R, S",TURF,S,TURF,TURF,R,S,,,,,,,,59
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,4,"PENA, S",PENA,S,PENA,PENA,S,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,5,"SSID, S",SSID,S,SSID,SSID,S,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,6,"S, H",S,H,S,S,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,7,"#32, H",SPONGE2,H,SPONGE2,SPONGE2,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,8,"COGI, H",COGI,H,COGI,COGI,H,,,,,,,,,53
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,9,"SSID, H",SSID,H,SSID,SSID,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,10,"DICT, S, H",DICT,H,DICT,DICT,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,11,"#32, H",SPONGE2,H,SPONGE2,SPONGE2,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,12,"DICT, S, H",DICT,H,DICT,DICT,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,13,"DICT, S,H",DICT,H,DICT,DICT,S,H,,,,,,,,50
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,14,"VEVE, S, H",VEVE,H,VEVE,VEVE,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,15,"GALA, DICT, S, H",GALA,H,GALA,GALA,DICT,S,H,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,16,"S, H",S,S,S,S,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,17,"S, H",S,S,S,S,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,18,"VEVE, R, H",VEVE,H,VEVE,VEVE,R,H,,,,,,,,44
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,19,"ORBSP, H",ORBSP,H,ORBSP,ORBSP,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,20,"DICT, S, H",DICT,H,DICT,DICT,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,21,"DICT, S, H",DICT,H,DICT,DICT,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,22,"S, H",S,H,S,S,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,23,"DRHMA, DICT, S, H",DICT,H,DRHMA,DICT,DICT,S,H,,,,,,,46
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,24,"CASE, S, H",CASE,H,CASE,CASE,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,25,"S, H",S,H,S,S,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,26,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,27,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,28,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,43
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,29,"LRHMA, WD, S",WD,S,LRHMA,WD,WD,S,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,30,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,31,"LRHMA, DICT, S, H",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,32,"LRHMA, S, R, H",S,H,LRHMA,S,S,R,H,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,33,"LRHMA, TURF, R",TURF,R,LRHMA,TURF,TURF,R,,,,,,,,43
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,34,"LRHMA, TURF, H",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,35,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,36,"LRHMA, S,H",S,H,LRHMA,S,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,37,"LRHMA, S,H",S,H,LRHMA,S,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,38,"LRHMA, S,H ",S,H,LRHMA,S,S,H,,,,,,,,42
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,39,"LRHMA, P, LARA SEEDLING, S, H",P,H,LRHMA,P,P,LARA SEEDLING,S,H,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,40,"CASE, S, H",S,H,CASE,S,S,H,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,41,"S, H",S,S,S,S,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,42,"S, H",S,S,S,S,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,43,"DICT, WD, S, H",DICT,H,DICT,DICT,WD,S,H,,,,,,,41
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,44,"S, H",S,H,S,S,H,,,,,,,,,
12/7/22,1,"LU, AC",Otter Creek,S3,Fringe,OCS3,45,"S,H",S,H,S,S,H,,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,1,"LRHMA, THTE, DICT, S, H",THTE,H,LRHMA,THTE,THTE,DICT,S,H,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,2,"LRHMA, THTE, DICT, R, H",THTE,H,LRHMA,THTE,THTE,DICT,R,H,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,3,"LRHMA, PENA, THTE, S, H",PENA,H,LRHMA,PENA,PENA,THTE,S,H,,,,,,134
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,4,"LRHMA, DICT, R, H",DICT,H,LRHMA,DICT,DICT,R,H,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,5,"LRHMA, THTE, S, H",THTE,H,LRHMA,THTE,THTE,S,H,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,6,"LRHMA, DICT, HAST, S",DICT,S,LRHMA,DICT,DICT,HAST,S,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,7,"LRHMA, THTE, R, H",THTE,H,LRHMA,THTE,THTE,R,H,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,8,"LRHMA, THTE, PPOR, H",THTE,H,LRHMA,THTE,THTE,PPOR,H,,,,,,,132
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,9,"LRHMA, DICT, S, H",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,10,"LRHMA, HAST, THTE, S",HAST,S,LRHMA,HAST,HAST,THTE,S,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,11,"LRHMA, HAST, S, R",HAST,R,LRHMA,HAST,HAST,S,R,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,12,"LRHMA, HAST, S, H",HAST,H,LRHMA,HAST,HAST,S,H,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,13,"LRHMA, #34, S, H",SPONGE3,H,LRHMA,SPONGE3,SPONGE3,S,H,,,,,,,132
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,14,"LRHMA, TURF, R",TURF,R,LRHMA,TURF,TURF,R,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,15,"LRHMA, HAST, DICT, S, H",HAST,H,LRHMA,HAST,HAST,DICT,S,H,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,16,"LRHMA, HAST, S, H",HAST,H,LRHMA,HAST,HAST,S,H,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,17,"LRHMA, HAST, S, H",HAST,H,LRHMA,HAST,HAST,S,H,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,18,"LRHMA, TURF, R",TURF,R,LRHMA,TURF,TURF,R,,,,,,,,124
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,19,"LRHMA, TURF, R",TURF,R,LRHMA,TURF,TURF,R,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,20,"LRHMA, THTE, S, H",THTE,H,LRHMA,THTE,THTE,S,H,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,21,"LRHMA, S, R",S,R,LRHMA,S,S,R,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,22,"LRHMA, S, R",S,R,LRHMA,S,S,R,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,23,"LRHMA, TURF, R",TURF,R,LRHMA,TURF,TURF,R,,,,,,,,110
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,24,"LRHMA, TURF, R",TURF,R,LRHMA,TURF,TURF,R,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,25,"LRHMA, TURF, R",TURF,R,LRHMA,TURF,TURF,R,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,26,"LRHMA, ISAL, #36- P, S-H",ISAL,H,LRHMA,ISAL,ISAL,SPONGE4,P,S,H,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,27,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,28,"LRHMA, PENA, H",PENA,H,LRHMA,PENA,PENA,H,,,,,,,,102
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,29,"LRHMA, TURF, H",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,30,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,31,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,32,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,33,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,98
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,34,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,35,"LRHMA, #37- P, SSID-H",SPONGE5,H,LRHMA,SPONGE5,SPONGE5,P,SSID,H,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,36,"LRHMA, TURF, ISAL-P, S-H",TURF,H,LRHMA,TURF,TURF,ISAL,P,S,H,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,37,"LRHMA, TURF, ISAL- P, S-H",TURF,H,LRHMA,TURF,TURF,ISAL,P,S,H,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,38,"LRHMA, ISAL, #38-P, S-H",ISAL,H,LRHMA,ISAL,ISAL,UKN SPONGE,P,S,H,,,,,75
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,39,"LRHMA, #39-P, TURF-H",SPONGE6,H,LRHMA,SPONGE6,SPONGE6,P,TURF,H,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,40,"LRHMA, TURF, H",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,41,"LRHMA, TURF-P, TURF-H",TURF,H,LRHMA,TURF,TURF,P,TURF,H,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,42,"LRHMA, TURF-P, TURF-H",TURF,H,LRHMA,TURF,TURF,P,TURF,H,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,43,"LRHMA, ISAL, TURF-P, TURF-H",ISAL,H,LRHMA,ISAL,ISAL,TURF,P,TURF,H,,,,,60
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,44,"LRHMA, TURF, H",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
12/12/22,1,LU,Otter Creek,S2,Fringe,OCS2,45,"LRHMA, TURF, H",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,1,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,2,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,3,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,121
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,4,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,5,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,6,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,7,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,8,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,104
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,9,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,10,"LRHMA, HAST, S, R",HAST,R,LRHMA,HAST,HAST,S,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,11,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,12,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,13,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,101
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,14,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,15,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,16,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,17,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,18,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,98
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,19,"LRHMA, LARA SEEDLING, HAST, S",LARA SEEDLING,S,LRHMA,LARA SEEDLING,LARA SEEDLING,HAST,S,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,20,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,21,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,22,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,23,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,91
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,24,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,25,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,26,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,27,"LRHMA, TURF-P, S",TURF,S,LRHMA,TURF,TURF,P,S,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,28,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,76
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,29,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,30,"LRHMA, HAST, S, H",HAST,H,LRHMA,HAST,HAST,S,H,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,31,"LRHMA, TURF, S, H",TURF,H,LRHMA,TURF,TURF,S,H,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,32,"LRHMA, TURF, BARNACLES-P, TURF, CCA-P, S, H",TURF,H,LRHMA,TURF,TURF,BARN,P,TURF,CCA,P,S,H,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,33,"LRHMA, ISAL-P, TURF, S, H",ISAL,H,LRHMA,ISAL,ISAL,P,TURF,S,H,,,,,66
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,34,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,35,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,36,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,37,"LRHMA, TURF, ISAL-P, S-H",TURF,H,LRHMA,TURF,TURF,ISAL,P,S,H,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,38,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,59
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,39,"LRHMA, BARNACLE-P, S, H",BARN,H,LRHMA,BARN,BARN,P,S,H,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,40,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,41,"LRHMA, ISAL, TURF-P, S-H",ISAL,H,LRHMA,ISAL,ISAL,TURF,P,S,H,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,42,"LRHMA, TURF-P, S, H",TURF,H,LRHMA,TURF,TURF,P,S,H,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,43,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,48
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,44,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,S3,Fringe,WCS3,45,"LRHMA, S, H",S,H,LRHMA,S,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,1,S,S,S,S,S,,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,2,"THTE, S",THTE,S,THTE,THTE,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,3,S,S,S,S,S,,,,,,,,,,102
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,4,"THTE, S",THTE,S,THTE,THTE,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,5,"WD, S",WD,S,WD,WD,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,6,S,S,S,S,S,,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,7,S,S,S,S,S,,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,8,"HAST, S",HAST,S,HAST,HAST,S,,,,,,,,,98
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,9,"HAST, PENA, S",HAST,S,HAST,HAST,PENA,S,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,10,"THTE, S",THTE,S,THTE,THTE,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,11,"PENA, S",PENA,S,PENA,PENA,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,12,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,13,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,90
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,14,"HAST, S, R",HAST,R,HAST,HAST,S,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,15,"DRHMA, R",DRHMA,R,DRHMA,DRHMA,R,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,16,"PENA, S",PENA,S,PENA,PENA,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,17,"PENA, S",PENA,S,PENA,PENA,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,18,S,S,S,S,S,,,,,,,,,,91
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,19,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,20,"HAST, S, H",HAST,H,HAST,HAST,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,21,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,22,"PENA, S",PENA,S,PENA,PENA,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,23,"PENA, S",PENA,S,PENA,PENA,S,,,,,,,,,81
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,24,"PENA, S, WD, H",PENA,H,PENA,PENA,S,WD,H,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,25,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,26,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,27,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,28,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,71
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,29,"DRHMA, S",DRHMA,S,DRHMA,DRHMA,S,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,30,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,31,"TURF- DRHMA, PENA, S",TURF,S,TURF,TURF,DRHMA,PENA,S,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,32,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,33,"PENA, DRHMA, S, H",PENA,H,PENA,PENA,DRHMA,S,H,,,,,,,64
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,34,"DRHMA, PENA, H",DRHMA,H,DRHMA,DRHMA,PENA,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,35,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,36,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,37,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,38,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,60
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,39,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,40,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,41,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,42,"#102, WD, S, H",ALGA2,H,ALGA2,ALGA2,WD,S,H,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,43,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,59
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,44,"PENA, S, H",PENA,H,PENA,PENA,S,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U3,Debris,WCU3,45,"PENA, HAST, #102, S, H",PENA,H,PENA,PENA,HAST,ALGA2,S,H,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,1,AMPH-R,AMPH,R,AMPH,AMPH,R,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,2,"DICT, R, H",DICT,H,DICT,DICT,R,H,,,,,,,,
